title;genres;imdb_score;;;;;;;;;;
Astro Boy;['animation', 'action', 'family', 'comedy', 'drama', 'fantasy', 'scifi'];6.2;;;;;;;;;;
Fashion;['drama', 'romance'];6.9;;;;;;;;;;
Kal Ho Naa Ho;['comedy', 'drama', 'romance'];7.9;;;;;;;;;;
Ben & Holly's Little Kingdom;['comedy', 'family', 'fantasy', 'animation', 'european'];7.4;;;;;;;;;;
DreamWorks Spooky Stories;['animation', 'family'];6.2;;;;;;;;;;
Octonauts;;;;;;;;;;;;
;;;;;;;;;;;;
 a team of eight adventurers who live in an undersea base;;;;;;;;;;;;
;;;;;;;;;;;;
" the exotic creatures and locations that the crew encounter are real marine animals in their natural habitats.""";7.0;82.866;;;;;;;;;;
American Pie Presents: The Naked Mile;['comedy'];;;;;;;;;;;
Manorama Six Feet Under;['thriller', 'drama', 'crime'];7.5;;;;;;;;;;
Monty Python Conquers America;['documentation'];7.2;;;;;;;;;;
Open Season 2;['animation', 'family', 'comedy'];5.5;;;;;;;;;;
Trailer Park Boys: Countdown to Liquor Day;['crime', 'comedy'];7.3;;;;;;;;;;
Ishqiya;['comedy', 'drama', 'romance', 'thriller'];7.3;;;;;;;;;;
Jim Gaffigan: King Baby;['comedy', 'documentation'];7.7;;;;;;;;;;
Dinosaur King;;;;;;;;;;;;
;;;;;;;;;;;;
 Upper Deck Company released a Dinosaur King Trading Card Game. This card game is not to be confused with the cards used for the arcade machines.;;;;;;;;;;;;
;;;;;;;;;;;;
 Ancient Ruler Dinosaur King DKidz Adventure;;;;;;;;;;;;
;;;;;;;;;;;;
 which debuted February 3;;;;;;;;;;;;
;;;;;;;;;;;;
2007;tt1524993;8.16;;;;;;;;;;
The Pink Panther 2;['comedy', 'crime', 'family', 'action'];5.6;;;;;;;;;;
Once a Gangster;['comedy', 'action', 'crime'];5.7;;;;;;;;;;
Fida;['thriller', 'crime', 'drama', 'romance', 'action'];5.4;;;;;;;;;;
Ijé: The Journey;['drama'];6.3;;;;;;;;;;
Comedian;['comedy', 'documentation'];6.9;;;;;;;;;;
My Führer;['drama', 'war', 'comedy', 'european'];5.5;;;;;;;;;;
Raajneeti;['thriller', 'crime', 'drama'];7.1;;;;;;;;;;
Salt of This Sea;['drama', 'european', 'romance'];6.8;;;;;;;;;;
Wake Up Sid;['comedy', 'drama', 'romance'];7.6;;;;;;;;;;
National Security;;;;;;;;;;;;
Made of Honor;['romance', 'comedy', 'reality'];5.8;;;;;;;;;;
Lagaan: Once Upon a Time in India;['drama', 'romance', 'sport'];8.1;;;;;;;;;;
Friends with Money;['romance', 'comedy', 'drama'];5.8;;;;;;;;;;
Da Kath & Kim Code;['comedy'];7.3;;;;;;;;;;
G.O.R.A.;['scifi', 'comedy'];8.0;;;;;;;;;;
The Stepfather;['thriller', 'crime'];5.6;;;;;;;;;;
Paheli;['drama', 'fantasy', 'romance', 'comedy'];6.4;;;;;;;;;;
One 2 Ka 4;['action', 'drama', 'thriller', 'comedy', 'crime'];5.5;;;;;;;;;;
Naruto the Movie: Legend of the Stone of Gelel;['animation', 'action', 'comedy', 'drama', 'fantasy'];6.4;;;;;;;;;;
Wakfu;['scifi', 'animation', 'action', 'drama', 'family', 'fantasy', 'european'];8.1;;;;;;;;;;
Kabhi Alvida Naa Kehna;['drama', 'romance'];6.0;;;;;;;;;;
Kevin Hart: I'm a Grown Little Man;['comedy', 'documentation'];7.5;;;;;;;;;;
Tayo the Little Bus;['animation', 'comedy', 'family'];5.3;;;;;;;;;;
Chalte Chalte;['drama', 'romance'];6.5;;;;;;;;;;
Daddy Day Camp;['comedy', 'family'];3.2;;;;;;;;;;
Dostana;['comedy', 'drama', 'romance'];6.5;;;;;;;;;;
I Can Do Bad All By Myself;['drama', 'comedy'];4.6;;;;;;;;;;
Ip Man 2;['drama', 'history', 'sport', 'action'];7.5;;;;;;;;;;
Naruto the Movie: Guardians of the Crescent Moon Kingdom;;;;;;;;;;;;
Pororo the Little Penguin;['family', 'animation', 'action', 'scifi', 'comedy', 'fantasy'];6.4;;;;;;;;;;
The Legend of the Nahuala;['animation', 'fantasy', 'family'];6.2;;;;;;;;;;
Om Shanti Om;['thriller', 'drama', 'fantasy', 'romance', 'action', 'comedy'];6.7;;;;;;;;;;
Iris;['drama', 'action', 'comedy', 'reality', 'romance', 'thriller'];7.8;;;;;;;;;;
Jodhaa Akbar;['drama', 'history', 'romance', 'war', 'action'];7.5;;;;;;;;;;
Beast Stalker;['thriller', 'action'];6.8;;;;;;;;;;
Dil Chahta Hai;['drama', 'comedy', 'romance'];8.1;;;;;;;;;;
Rock On!!;['drama', 'music'];7.7;;;;;;;;;;
I Hate Luv Storys;['comedy', 'drama', 'romance'];5.6;;;;;;;;;;
Luck by Chance;['romance', 'drama', 'comedy'];7.1;;;;;;;;;;
Chhota Bheem;['action', 'animation', 'comedy'];4.4;;;;;;;;;;
Naruto Shippuden the Movie: Bonds;['animation', 'action', 'fantasy'];6.8;;;;;;;;;;
Naruto Shippuden the Movie: The Will of Fire;['fantasy', 'action', 'animation'];7.0;;;;;;;;;;
Barbershop 2: Back in Business;['comedy', 'drama'];5.7;;;;;;;;;;
Legend of the Fist: The Return of Chen Zhen;['thriller', 'drama', 'history', 'action'];6.3;;;;;;;;;;
Main Hoon Na;['drama', 'romance', 'thriller', 'action', 'comedy'];7.0;;;;;;;;;;
Bon Cop Bad Cop;['comedy', 'crime', 'scifi', 'drama', 'action', 'thriller'];6.5;;;;;;;;;;
Look for a Star;['drama', 'comedy', 'romance'];5.6;;;;;;;;;;
A Romantic Comedy;['comedy', 'romance'];5.3;;;;;;;;;;
Vientos de agua;;;;;;;;;;;;
;;;;;;;;;;;;
 on Telecinco for only one series of 13 episodes.;;;;;;;;;;;;
;;;;;;;;;;;;
 because of lower ratings in Spain it was taken out of the prime-time slot to 1.00 in morning;;;;;;;;;;;;
;;;;;;;;;;;;
2006;tt0459724;8.8;;;;;;;;;;
Naruto the Movie: Ninja Clash in the Land of Snow;['comedy', 'animation', 'action', 'fantasy'];6.6;;;;;;;;;;
The Qin Empire;['war'];;;;;;;;;;;
Fated to Love You;;;;;;;;;;;;
;;;;;;;;;;;;
 every Sunday at 22:00 and cable TV Sanlih E-Television from 22 March 2008 to 30 August 2008;;;;;;;;;;;;
;;;;;;;;;;;;
 Taiwan. It was awarded the 2008 Best Television Series and Best Marketing Programme.;;;;;;;;;;;;
;;;;;;;;;;;;
2008;tt1483930;6.833;;;;;;;;;;
Lakshya;['drama', 'war', 'action', 'romance'];7.8;;;;;;;;;;
Kaal;['thriller', 'horror', 'scifi'];4.7;;;;;;;;;;
This Is the Life;['music', 'documentation'];6.8;;;;;;;;;;
Sir! No Sir!;['war', 'documentation', 'history'];7.6;;;;;;;;;;
Here Comes the Rain;['drama'];6.5;;;;;;;;;;
Inuyasha the Movie: Affections Touching Across Time;['animation', 'action', 'fantasy'];7.2;;;;;;;;;;
Inuyasha the Movie 4: Fire on the Mystic Island;['fantasy', 'animation', 'action', 'comedy'];7.2;;;;;;;;;;
Arahan;['comedy', 'thriller', 'fantasy', 'action'];6.6;;;;;;;;;;
Waist Deep;['drama', 'thriller', 'action', 'crime'];5.8;;;;;;;;;;
Connected;['thriller', 'action', 'crime'];6.6;;;;;;;;;;
Karthik Calling Karthik;['thriller', 'romance', 'drama'];7.1;;;;;;;;;;
Dhan Dhana Dhan Goal;['drama', 'thriller', 'sport'];5.1;;;;;;;;;;
The Prince Who Turns into a Frog;;;;;;;;;;;;
;;;;;;;;;;;;
 every Sunday at 21:30 and cable TV Sanlih E-Television from 11 June 2005 to 22 October 2005;;;;;;;;;;;;
;;;;;;;;;;;;
 it achieved an average rating of 7.05 and peaked at 8.05;['TW'];148.0;;;;;;;;;;
Peepli Live;['drama', 'comedy'];7.4;;;;;;;;;;
Life in a Metro;['drama', 'comedy', 'romance'];7.4;;;;;;;;;;
Monty Python's Personal Best;['animation', 'comedy'];7.9;;;;;;;;;;
The Kite;['drama', 'romance'];6.4;;;;;;;;;;
Rabun;['drama', 'family', 'romance'];7.6;;;;;;;;;;
Inuyasha the Movie 3: Swords of an Honorable Ruler;['fantasy', 'action', 'thriller', 'animation'];7.6;;;;;;;;;;
Inuyasha the Movie 2: The Castle Beyond the Looking Glass;['animation', 'action', 'romance', 'comedy'];7.3;;;;;;;;;;
Twins Mission;['action', 'crime', 'drama', 'comedy'];5.2;;;;;;;;;;
Kaminey;['drama', 'thriller', 'action', 'crime'];7.4;;;;;;;;;;
Love in a Puff;['comedy', 'drama', 'romance'];7.1;;;;;;;;;;
Jeff Dunham: Arguing with Myself;['comedy', 'documentation'];8.0;;;;;;;;;;
Jeff Dunham's Very Special Christmas Special;['comedy', 'documentation'];7.4;;;;;;;;;;
Under the Bombs;['drama', 'european', 'war', 'romance'];7.0;;;;;;;;;;
Pomegranates and Myrrh;['drama'];6.3;;;;;;;;;;
Tito;['documentation', 'drama', 'romance', 'thriller', 'action', 'crime'];7.2;;;;;;;;;;
A Love Story;['romance', 'drama'];6.5;;;;;;;;;;
Naruto Shippuden the Movie;;;;;;;;;;;;
Naruto Shippuden the Movie: The Lost Tower;;;;;;;;;;;;
Zig and Sharko;['comedy', 'family', 'fantasy', 'romance', 'action', 'animation', 'european'];6.8;;;;;;;;;;
One Piece: The Desert Princess and the Pirates: Adventure in Alabasta;['comedy', 'drama', 'animation', 'action'];6.8;;;;;;;;;;
One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom;['comedy', 'animation', 'action', 'drama', 'fantasy'];6.9;;;;;;;;;;
The Mafia Dolls;;;;;;;;;;;;
;;;;;;;;;;;;
 Olivia; and ends up as a maid but tells Brenda she is happy and having a great life. Olivia ends up in jail for having a fake wedding with a Braulio Bermudez and getting some of his properties. Violeta dies when the two mafia opposite sides were going to end a war that was going on in between them.Renata also dies because she was force by erick; because he was taken to an US jail. This is a very exiting story to see and it shows how easy life is never a good choice;43;['drama', 'action'];['CO'];2.0;tt10300734;6.5;322.0;20.085;7.446;
The Magic Roundabout;['animation', 'european', 'comedy', 'family', 'fantasy'];5.2;;;;;;;;;;
Kung Fu Panda Awesome Secrets;['action', 'family', 'animation', 'comedy'];7.0;;;;;;;;;;
Sivaji: The Boss;['action', 'drama', 'crime', 'thriller'];7.5;;;;;;;;;;
Welcome;['drama', 'comedy', 'crime', 'romance'];7.0;;;;;;;;;;
The Unjust;['thriller', 'action', 'crime', 'drama'];6.6;;;;;;;;;;
Oscar's Oasis 2;['animation', 'drama', 'comedy', 'european'];7.4;;;;;;;;;;
Eternal Summer;['drama', 'romance'];7.0;;;;;;;;;;
DreamWorks Shrek's Swamp Stories;['animation', 'comedy', 'family', 'fantasy', 'horror', 'music', 'scifi'];6.5;;;;;;;;;;
Vizontele;['comedy', 'drama'];8.0;;;;;;;;;;
Chup Chup Ke;['comedy', 'drama', 'romance'];6.9;;;;;;;;;;
Awara Paagal Deewana;['action', 'drama', 'thriller', 'comedy', 'crime'];6.2;;;;;;;;;;
Udaan;['drama'];8.1;;;;;;;;;;
Kannathil Muthamittal;['drama', 'action', 'war'];8.4;;;;;;;;;;
Africa United;['comedy', 'drama', 'documentation', 'european'];6.5;;;;;;;;;;
Delhi-6;['drama', 'comedy'];6.1;;;;;;;;;;
Honeymoon Travels Pvt. Ltd.;['comedy', 'drama', 'romance'];6.1;;;;;;;;;;
Monty Python: Almost the Truth (The Lawyer's Cut);['documentation', 'comedy'];8.1;;;;;;;;;;
Anbe Sivam;['comedy', 'drama'];8.6;;;;;;;;;;
We Are Family;;;;;;;;;;;;
Divine Intervention;;;;;;;;;;;;
The Hospital;['drama'];7.3;;;;;;;;;;
Chhota Bheem Aur Krishna;['animation', 'fantasy', 'action'];6.6;;;;;;;;;;
The Trailer Park Boys Xmas Special;['comedy'];8.0;;;;;;;;;;
Mukhsin;['comedy', 'drama', 'family'];7.3;;;;;;;;;;
Taxi No. 9 2 11;['drama', 'thriller', 'comedy'];7.3;;;;;;;;;;
Yuva;['crime', 'action', 'drama', 'thriller'];7.3;;;;;;;;;;
Ishq Vishk;['romance', 'comedy'];6.1;;;;;;;;;;
Booha;['comedy', 'romance'];5.5;;;;;;;;;;
Do Dooni Chaar;['drama', 'comedy', 'crime'];7.5;;;;;;;;;;
Anukokunda Oka Roju;['thriller'];7.9;;;;;;;;;;
George Lopez: Why You Crying?;['comedy', 'documentation'];6.8;;;;;;;;;;
Talentime;['drama'];7.5;;;;;;;;;;
A Lion in the House;['documentation'];8.7;;;;;;;;;;
The Hostage;['drama', 'comedy', 'thriller', 'action'];6.1;;;;;;;;;;
Taimour & Shafi'aa;['action', 'comedy', 'romance'];5.8;;;;;;;;;;
Ezra;['drama', 'european'];6.4;;;;;;;;;;
Spookley the Square Pumpkin;['animation'];;;;;;;;;;;
Parugu;['action', 'romance', 'drama'];7.1;;;;;;;;;;
Katkout;['comedy'];4.8;;;;;;;;;;
Soldier In the Camp;['comedy'];5.2;;;;;;;;;;
The Ghost;['action', 'drama', 'thriller', 'fantasy', 'crime'];6.5;;;;;;;;;;
Kuselan;['drama', 'family', 'comedy'];4.8;;;;;;;;;;
Zozo;['drama', 'european', 'family', 'war'];6.5;;;;;;;;;;
A Natural Born Fool;['comedy', 'crime'];6.2;;;;;;;;;;
The Ultimatum;;;;;;;;;;;;
;;;;;;;;;;;;
 it was the first Channel 8 drama to be fully filmed in HD.;;;;;;;;;;;;
;;;;;;;;;;;;
 Li Nanxing and Fann Wong;TV-14;1.0;2.411;2.0;;;;;;;;
My Amnesia Girl;['comedy'];6.6;;;;;;;;;;
Private Alexandria;['thriller', 'crime', 'drama'];7.1;;;;;;;;;;
Transit Prisoner;['thriller'];6.4;;;;;;;;;;
Italia's War;['thriller', 'drama', 'romance', 'action', 'comedy'];6.2;;;;;;;;;;
Te quiero;['drama', 'comedy', 'european'];5.0;;;;;;;;;;
The Great Fava Beans of China;['comedy'];6.3;;;;;;;;;;
Soul boy;['drama'];6.7;;;;;;;;;;
About Love and Passion;['romance', 'drama'];5.8;;;;;;;;;;
Breakout;['drama', 'action'];6.7;;;;;;;;;;
A Very Special Love;['drama', 'comedy', 'romance'];6.5;;;;;;;;;;
Splatter;['horror'];;;;;;;;;;;
Frank & Cindy;['documentation', 'drama', 'music'];6.9;;;;;;;;;;
Thomas & Friends: Thomas and the Jet Engine;['animation'];;;;;;;;;;;
The Island;['drama', 'action', 'thriller'];7.8;;;;;;;;;;
Bosta;['war'];6.4;;;;;;;;;;
Bheem vs Aliens;['animation'];7.5;;;;;;;;;;
Pecados capitales;['romance', 'comedy', 'drama'];8.5;;;;;;;;;;
Like Twenty Impossibles;[];;;;;;;;;;;
Pink Zone;['romance', 'drama', 'comedy'];6.2;;;;;;;;;;
To and from New York;[];;;;;;;;;;;
Chhota Bheem & Krishna: Pataliputra- City of the Dead;['animation'];8.6;;;;;;;;;;
Thieves in Thailand;['comedy', 'drama'];;;;;;;;;;;
Frontiers of Dreams and Fears;['documentation', 'history'];8.3;;;;;;;;;;
Encrypted Letter;['comedy'];5.9;;;;;;;;;;
Conning 101;['comedy'];;;;;;;;;;;
Unriddle;['action', 'drama', 'thriller'];8.0;;;;;;;;;;
Auntie Faransa;['comedy'];;;;;;;;;;;
Pravarakyudu;['family'];5.7;;;;;;;;;;
Wedding Planner;['drama'];;;;;;;;;;;
Lion & Four Cats;['comedy'];3.6;;;;;;;;;;
Khawatir;['reality', 'scifi', 'family'];9.5;;;;;;;;;;
Shameless;['drama', 'comedy'];8.6;;;;;;;;;;
Black Mirror;;;;;;;;;;;;
;;;;;;;;;;;;
 technology has transformed almost every aspect of our lives before we've had time to stop and question it. In every home;;;;;;;;;;;;
Call the Midwife;['drama', 'history', 'european'];8.6;;;;;;;;;;
The Hunger Games;['scifi', 'fantasy', 'thriller', 'action'];7.2;;;;;;;;;;
New Girl;['comedy', 'romance'];7.8;;;;;;;;;;
Arrow;['drama', 'action', 'crime', 'scifi'];7.5;;;;;;;;;;
Skyfall;['action', 'thriller'];7.8;;;;;;;;;;
Key & Peele;['comedy', 'action'];8.3;;;;;;;;;;
Longmire;['western', 'drama', 'action', 'crime'];8.3;;;;;;;;;;
21 Jump Street;['comedy', 'action', 'crime'];7.2;;;;;;;;;;
Hunter x Hunter;['action', 'drama', 'animation', 'comedy', 'fantasy'];9.0;;;;;;;;;;
This Is 40;['comedy', 'drama', 'romance'];6.2;;;;;;;;;;
The Legend of Korra;['scifi', 'action', 'drama', 'animation', 'comedy', 'family', 'fantasy'];8.4;;;;;;;;;;
The Mindy Project;['comedy'];7.5;;;;;;;;;;
Les Misérables;['drama', 'romance', 'history', 'war'];7.5;;;;;;;;;;
Teenage Mutant Ninja Turtles;['action', 'scifi', 'horror', 'comedy', 'family', 'fantasy', 'thriller', 'animation', 'crime', 'drama'];7.9;;;;;;;;;;
Last Tango in Halifax;['drama', 'romance', 'comedy', 'european'];8.4;;;;;;;;;;
The Hangover Part II;['comedy'];6.5;;;;;;;;;;
Rango;['comedy', 'western', 'drama', 'animation', 'action', 'family', 'crime'];7.2;;;;;;;;;;
JoJo's Bizarre Adventure;['animation', 'action', 'thriller', 'comedy', 'drama', 'fantasy', 'horror'];8.5;;;;;;;;;;
Sword Art Online;['scifi', 'action', 'drama', 'animation', 'thriller', 'fantasy', 'comedy', 'romance'];7.5;;;;;;;;;;
Junior Bake Off;['reality'];7.7;;;;;;;;;;
La Reina del Sur;['drama', 'thriller', 'action', 'crime'];8.0;;;;;;;;;;
Lilyhammer;['drama', 'crime', 'comedy'];7.9;;;;;;;;;;
Ninjago: Masters of Spinjitzu;['action', 'comedy', 'family', 'fantasy', 'scifi', 'animation', 'european'];7.4;;;;;;;;;;
Comedians in Cars Getting Coffee;['comedy', 'family', 'animation'];8.0;;;;;;;;;;
Top Boy;['drama', 'thriller', 'crime', 'european'];8.4;;;;;;;;;;
Rita;['drama', 'comedy', 'european'];8.1;;;;;;;;;;
Semi Sweet;['romance', 'comedy'];7.0;;;;;;;;;;
Savages;['thriller', 'drama', 'action', 'crime'];6.4;;;;;;;;;;
Office Girls;;;;;;;;;;;;
;;;;;;;;;;;;
" and cable TV SET Metro every Saturday at 22:00 from 28 August 2011.""";1.0;6.894;;;;;;;;;;
Man on a Ledge;['action', 'thriller', 'crime', 'european'];6.6;;;;;;;;;;
Unknown;['thriller', 'action', 'european'];6.8;;;;;;;;;;
Eega;['action', 'fantasy', 'romance', 'thriller', 'comedy', 'crime', 'family', 'drama'];7.8;;;;;;;;;;
Transformers: Dark of the Moon;['action', 'scifi'];6.2;;;;;;;;;;
Silenced;['drama'];8.0;;;;;;;;;;
Resident Evil: Retribution;;;;;;;;;;;;
The Lifeguard;;;;;;;;;;;;
MeatEater;['documentation'];7.6;;;;;;;;;;
TIGER & BUNNY;['scifi', 'action', 'comedy', 'crime', 'animation'];7.2;;;;;;;;;;
30 Minutes or Less;['action', 'crime', 'comedy'];6.1;;;;;;;;;;
Transformers: Rescue Bots;['scifi', 'action', 'comedy', 'family', 'animation'];6.6;;;;;;;;;;
Michael: Tuesdays and Thursdays;['comedy'];6.6;;;;;;;;;;
Blue Exorcist;['action', 'comedy', 'scifi', 'drama', 'family', 'animation', 'fantasy', 'horror'];7.4;;;;;;;;;;
LOL;['drama', 'comedy', 'romance'];4.3;;;;;;;;;;
Last Flight to Abuja;['action', 'drama', 'thriller'];4.4;;;;;;;;;;
EastSiders;['drama'];6.9;;;;;;;;;;
Sebastian Maniscalco: What's Wrong with People?;['comedy'];8.0;;;;;;;;;;
Cuckoo;['comedy', 'drama', 'european'];5.9;;;;;;;;;;
Kuroko's Basketball;['comedy', 'animation', 'sport'];8.3;;;;;;;;;;
Spy Kids: All the Time in the World;['action', 'crime', 'family', 'sport', 'animation', 'drama', 'romance', 'comedy', 'fantasy', 'thriller', 'scifi', 'music'];3.5;;;;;;;;;;
Players;['thriller', 'action', 'crime'];4.2;;;;;;;;;;
Rurouni Kenshin Part I: Origins;['history', 'action', 'drama', 'war'];7.4;;;;;;;;;;
El Reemplazante;['drama'];8.5;;;;;;;;;;
Nairobi Half Life;['drama', 'european'];7.4;;;;;;;;;;
Takki;['drama'];6.6;;;;;;;;;;
Barfi!;['drama', 'romance', 'comedy'];8.1;;;;;;;;;;
Inventing David Geffen;;;;;;;;;;;;
Bbuddah Hoga Terra Baap;['thriller', 'action', 'comedy', 'crime'];5.6;;;;;;;;;;
The Ultimate Braai Master;['reality'];7.9;;;;;;;;;;
Pablo Escobar: The Drug Lord;['drama', 'crime', 'history', 'thriller'];8.4;;;;;;;;;;
Zindagi Na Milegi Dobara;['drama', 'comedy', 'romance'];8.2;;;;;;;;;;
Inborn Pair;['comedy', 'drama', 'family'];6.9;;;;;;;;;;
Rowdy Rathore;['comedy', 'action', 'crime'];5.8;;;;;;;;;;
LEGO Friends;['animation', 'european'];8.2;;;;;;;;;;
Magi;['action', 'scifi', 'comedy', 'fantasy', 'animation'];7.8;;;;;;;;;;
Big Time Movie;['comedy', 'family', 'music'];6.2;;;;;;;;;;
My Suicide;['comedy', 'drama'];7.0;;;;;;;;;;
Even the Rain;['drama', 'history', 'european'];7.4;;;;;;;;;;
Mumbai Diaries;['drama'];7.0;;;;;;;;;;
Jim Gaffigan: Mr. Universe;['comedy'];7.7;;;;;;;;;;
Elena;['drama', 'european', 'family', 'documentation'];7.6;;;;;;;;;;
The Great Magician;['drama', 'romance', 'comedy'];5.9;;;;;;;;;;
Kath & Kimderella;['comedy'];5.3;;;;;;;;;;
Drunken to Love You;;;;;;;;;;;;
;;;;;;;;;;;;
 every Sunday at 22:00 and cable TV SET Metro from 23 April 2011;;;;;;;;;;;;
;;;;;;;;;;;;
 including Best Leading Actor in a Television Series for Joseph Chang;['TW'];114.0;;;;;;;;;;
One Piece Film: Z;['animation', 'action', 'fantasy'];7.8;;;;;;;;;;
Aiyyaa;['romance', 'comedy'];4.4;;;;;;;;;;
John Mulaney: New in Town;['comedy', 'documentation'];8.2;;;;;;;;;;
Jeff Dunham: Controlled Chaos;;;;;;;;;;;;
Barbie: Life in the Dreamhouse;['animation', 'comedy', 'family'];7.4;;;;;;;;;;
Question Mark;['drama'];7.0;;;;;;;;;;
Jeff Dunham: Minding the Monsters;['comedy'];7.0;;;;;;;;;;
Naruto Shippuden the Movie: Blood Prison;['thriller', 'comedy', 'horror', 'animation', 'action', 'fantasy'];7.1;;;;;;;;;;
Meet the Adebanjos;['comedy'];7.6;;;;;;;;;;
LEGO City;['animation', 'european'];5.0;;;;;;;;;;
Don 2;['thriller', 'action', 'crime', 'european'];7.0;;;;;;;;;;
Paan Singh Tomar;['drama', 'crime', 'sport', 'thriller', 'action'];8.2;;;;;;;;;;
Chillar Party;['drama', 'family', 'comedy'];7.5;;;;;;;;;;
Phone Swap;['comedy', 'romance'];6.4;;;;;;;;;;
Undefeated;['documentation', 'sport'];7.7;;;;;;;;;;
7 Khoon Maaf;['drama', 'thriller', 'comedy'];6.3;;;;;;;;;;
Talaash;['drama', 'thriller', 'crime', 'fantasy'];7.2;;;;;;;;;;
Pyaar Ka Punchnama;['drama', 'comedy', 'romance', 'european'];7.6;;;;;;;;;;
Don't Go Breaking My Heart;['comedy', 'romance'];6.5;;;;;;;;;;
A Beautiful Life;['drama', 'romance'];6.7;;;;;;;;;;
Shaitan;['drama', 'crime', 'thriller', 'action'];7.2;;;;;;;;;;
Outback Truckers;['reality', 'documentation'];7.4;;;;;;;;;;
Game;['thriller', 'action', 'crime', 'drama', 'european'];5.2;;;;;;;;;;
Blood Money;['drama', 'action', 'thriller', 'crime'];4.8;;;;;;;;;;
Delhi Belly;['action', 'comedy', 'crime', 'thriller'];7.5;;;;;;;;;;
Masha's tales;['animation', 'family'];6.3;;;;;;;;;;
Ek Main Aur Ekk Tu;['drama', 'comedy', 'romance'];5.8;;;;;;;;;;
Ferrari Ki Sawaari;['comedy', 'family', 'drama', 'sport'];6.4;;;;;;;;;;
Bwakaw;['comedy', 'drama'];7.2;;;;;;;;;;
Little Baby Bum;['music', 'animation', 'family'];6.4;;;;;;;;;;
OMG: Oh My God!;['drama', 'fantasy', 'comedy'];8.1;;;;;;;;;;
Love, Now;['drama'];7.4;;;;;;;;;;
Robocar Poli;['animation', 'comedy', 'family', 'fantasy'];6.0;;;;;;;;;;
No One Killed Jessica;['crime', 'drama', 'thriller'];7.2;;;;;;;;;;
Justin Time;['action', 'animation', 'comedy', 'family', 'fantasy'];5.9;;;;;;;;;;
No Other Woman;['drama', 'romance', 'thriller'];6.1;;;;;;;;;;
Larva;['comedy', 'family', 'animation', 'thriller', 'drama', 'horror'];7.1;;;;;;;;;;
Smile PreCure!;['action', 'scifi', 'family', 'fantasy', 'animation', 'comedy'];6.2;;;;;;;;;;
Tiger & Bunny: The Beginning;['scifi', 'animation', 'action'];6.6;;;;;;;;;;
Inside West Coast Customs;['reality'];7.2;;;;;;;;;;
The Glamorous Imperial Concubine;['drama', 'history', 'romance'];6.9;;;;;;;;;;
All's Well, Ends Well;['comedy'];5.0;;;;;;;;;;
The In-Laws;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
2011;tt12199688;;;;;;;;;;;
What About Dick?;;;;;;;;;;;;
The Mistress;['romance', 'drama'];6.4;;;;;;;;;;
The Cousins;['comedy', 'fantasy'];6.1;;;;;;;;;;
The Deal;['action', 'drama', 'thriller', 'crime'];7.0;;;;;;;;;;
Sisterakas;['drama', 'comedy'];5.1;;;;;;;;;;
Asmaa;['drama'];8.1;;;;;;;;;;
19-2;['action', 'crime', 'drama'];8.6;;;;;;;;;;
Tom Papa: Live in New York City;['comedy'];7.2;;;;;;;;;;
Darling, Something's Wrong with Your Head;['drama', 'romance', 'war', 'european'];6.7;;;;;;;;;;
Chhota Bheem & Krishna in Mayanagari;['animation', 'action', 'fantasy'];8.3;;;;;;;;;;
Toll Booth;['drama'];6.4;;;;;;;;;;
Department;['thriller', 'action', 'crime'];3.2;;;;;;;;;;
Yours Fatefully;['drama', 'romance', 'comedy'];6.7;;;;;;;;;;
Sri Rama Rajyam;;;;;;;;;;;;
Material;['comedy', 'drama'];7.1;;;;;;;;;;
Taxi Ballad;['drama'];;;;;;;;;;;
Chhota Bheem: Journey to Petra;['animation'];;;;;;;;;;;
The Oath;;;;;;;;;;;;
;;;;;;;;;;;;
 on Mediacorp Channel 8. This drama is the first Wawa Pictures drama to be broadcast on Channel 8.;;;;;;;;;;;;
;;;;;;;;;;;;
2011;tt7131686;;;;;;;;;;;
Chaos, Disorder;['drama', 'family', 'fantasy'];6.2;;;;;;;;;;
Stray Bullet;['drama'];6.3;;;;;;;;;;
Shirdi Sai;['drama'];6.7;;;;;;;;;;
Tango with Me;['romance', 'drama', 'family'];6.3;;;;;;;;;;
Coming Forth by Day;['drama'];6.6;;;;;;;;;;
Sleepless Nights;['documentation'];8.1;;;;;;;;;;
Journey To Grace: The Hansie Cronje Story;[];;;;;;;;;;;
Dongala Mutha;['thriller', 'action', 'crime'];3.5;;;;;;;;;;
Masameer;['animation', 'comedy'];8.2;;;;;;;;;;
